日期,代码,回报率
2018/1/8,000002.SZ,0.022727312
2018/1/15,000002.SZ,0.10886072
2018/1/22,000002.SZ,0.015728086
2018/1/29,000002.SZ,-0.0664336
2018/2/5,000002.SZ,-0.163456372
2018/2/12,000002.SZ,0.060761028
2018/2/19,000002.SZ,0.046729061
2018/2/26,000002.SZ,-0.070276583
2018/3/5,000002.SZ,0.036555144
2018/3/12,000002.SZ,-0.024805676
2018/3/19,000002.SZ,-0.047808826
2018/3/26,000002.SZ,0.071451553
2018/4/2,000002.SZ,-0.014719058
2018/4/9,000002.SZ,-0.047256107
2018/4/16,000002.SZ,-0.035199982
2018/4/23,000002.SZ,-0.058043132
2018/4/30,000002.SZ,-0.052464808
2018/5/7,000002.SZ,0.038275848
2018/5/14,000002.SZ,-0.028274921
2018/5/21,000002.SZ,-0.027992687
2018/5/28,000002.SZ,-0.014778368
2018/6/4,000002.SZ,0.027307725
2018/6/11,000002.SZ,0.047922082
2018/6/18,000002.SZ,0.003929991
2018/6/25,000002.SZ,-0.124555109
2018/7/2,000002.SZ,-0.056504136
2018/7/9,000002.SZ,0.021973319
2018/7/16,000002.SZ,-0.024451923
2018/7/23,000002.SZ,0.00777871
2018/7/30,000002.SZ,-0.096054856
2018/8/6,000002.SZ,0.099620437
2018/8/13,000002.SZ,-0.021138802
2018/8/20,000002.SZ,0.003966602
2018/8/27,000002.SZ,0.097026577
2018/9/3,000002.SZ,-0.034927255
2018/9/10,000002.SZ,0.004739425
2018/9/17,000002.SZ,0.106346478
2018/9/24,000002.SZ,-0.058139652
2018/10/1,000002.SZ,0
2018/10/8,000002.SZ,-0.102880545
2018/10/15,000002.SZ,-0.011009228
2018/10/22,000002.SZ,0.10435986
2018/10/29,000002.SZ,0.034019476
2018/11/5,000002.SZ,-0.043460773
2018/11/12,000002.SZ,0.052229521
2018/11/19,000002.SZ,0.004842491
2018/11/26,000002.SZ,0.021686878
2018/12/3,000002.SZ,-0.003930908
2018/12/10,000002.SZ,0.044198726
2018/12/17,000002.SZ,-0.083522201
2018/12/24,000002.SZ,-0.017732008
2018/12/31,000002.SZ,0.046599537
2019/1/7,000002.SZ,0.014841569
2019/1/14,000002.SZ,0.018181836
2019/1/21,000002.SZ,0.013198799
2019/1/28,000002.SZ,0.060536344
2019/2/4,000002.SZ,0
2019/2/11,000002.SZ,-0.040823714
2019/2/18,000002.SZ,0.015819173
2019/2/25,000002.SZ,0.058212882
2019/3/4,000002.SZ,-0.039943943
2019/3/11,000002.SZ,0.024452553
2019/3/18,000002.SZ,0.039900273
2019/3/25,000002.SZ,0.052415207
2019/4/1,000002.SZ,0.048828147
2019/4/8,000002.SZ,-0.035071395
2019/4/15,000002.SZ,0.012544219
2019/4/22,000002.SZ,-0.07623887
2019/4/29,000002.SZ,-0.006877655
2019/5/6,000002.SZ,-0.029432058
2019/5/13,000002.SZ,-0.023903045
2019/5/20,000002.SZ,-0.019736785
2019/5/27,000002.SZ,-0.00447425
2019/6/3,000002.SZ,0.015730482
2019/6/10,000002.SZ,0.029867118
2019/6/17,000002.SZ,0.013605443
2019/6/24,000002.SZ,-0.017661668
2019/7/1,000002.SZ,0.058971579
2019/7/8,000002.SZ,0.006791246
2019/7/15,000002.SZ,0.035750412
2019/7/22,000002.SZ,-0.024422023
2019/7/29,000002.SZ,-0.065086747
2019/8/5,000002.SZ,-0.025705144
2019/8/12,000002.SZ,-0.037009842
2019/8/19,000002.SZ,0.066977142
2019/8/26,000002.SZ,-0.043026695
2019/9/2,000002.SZ,0.042248167
2019/9/9,000002.SZ,0.033097725
2019/9/16,000002.SZ,-0.035277179
2019/9/23,000002.SZ,-0.029850762
2019/9/30,000002.SZ,-0.003845976
2019/10/7,000002.SZ,0.035134976
2019/10/14,000002.SZ,0.005594887
2019/10/21,000002.SZ,0.000370929
2019/10/28,000002.SZ,-0.005190904
2019/11/4,000002.SZ,-0.00335436
2019/11/11,000002.SZ,-0.009349337
2019/11/18,000002.SZ,0.019630076
2019/11/25,000002.SZ,0.025546096
2019/12/2,000002.SZ,0.005776226
2019/12/9,000002.SZ,0.0104091
2019/12/16,000002.SZ,0.125399644
2019/12/23,000002.SZ,-0.021464642
2019/12/30,000002.SZ,0.033870945
2020/1/6,000002.SZ,-0.018408811
2020/1/13,000002.SZ,-0.031786339
2020/1/20,000002.SZ,-0.048588321
2020/1/27,000002.SZ,0.000345074
2020/2/3,000002.SZ,-0.051397051
2020/2/10,000002.SZ,0.120000061
2020/2/17,000002.SZ,-0.050324736
2020/2/24,000002.SZ,0.01162405
2020/3/2,000002.SZ,0.052044583
2020/3/9,000002.SZ,-0.055573373
2020/3/16,000002.SZ,-0.122449108
2020/3/23,000002.SZ,0.029845041
2020/3/30,000002.SZ,0.007903663
2020/4/6,000002.SZ,0.003734132
2020/4/13,000002.SZ,-0.006324382
2020/4/20,000002.SZ,-0.038936692
2020/4/27,000002.SZ,0.044409689
2020/5/4,000002.SZ,-0.019768692
2020/5/11,000002.SZ,-0.030060888
2020/5/18,000002.SZ,-0.012553967
2020/5/25,000002.SZ,0.02224859
2020/6/1,000002.SZ,0.027205704
2020/6/8,000002.SZ,-0.024593233
2020/6/15,000002.SZ,0.007370139
2020/6/22,000002.SZ,0.01655751
2020/6/29,000002.SZ,0.085227355
2020/7/6,000002.SZ,0.018150029
2020/7/13,000002.SZ,-0.066506745
2020/7/20,000002.SZ,-0.007344758
2020/7/27,000002.SZ,-0.007029307
2020/8/3,000002.SZ,0.007079068
2020/8/10,000002.SZ,0.023307385
2020/8/17,000002.SZ,0.025597106
2020/8/24,000002.SZ,0.007309847
2020/8/31,000002.SZ,0.018505174
2020/9/7,000002.SZ,-0.002850093
2020/9/14,000002.SZ,0.045730627
2020/9/21,000002.SZ,-0.056371661
2020/9/28,000002.SZ,0.013758124
2020/10/5,000002.SZ,0.000714204
2020/10/12,000002.SZ,-0.006423893
2020/10/19,000002.SZ,0.002873559
2020/10/26,000002.SZ,-0.015401162
2020/11/2,000002.SZ,0.071662349
2020/11/9,000002.SZ,-0.013917116
2020/11/16,000002.SZ,0.062650658
2020/11/23,000002.SZ,0.023971454
2020/11/30,000002.SZ,-0.050933274
2020/12/7,000002.SZ,-0.051333403
2020/12/14,000002.SZ,0.001405558
2020/12/21,000002.SZ,-0.014035066
2020/12/28,000002.SZ,0.021352359
2021/1/4,000002.SZ,0.022299615
2021/1/11,000002.SZ,0.020790734
2021/1/18,000002.SZ,-0.023038398
2021/1/25,000002.SZ,-0.050239192
2021/2/1,000002.SZ,0.039222636
2021/2/8,000002.SZ,-0.00173126
2021/2/15,000002.SZ,0.035033013
2021/2/22,000002.SZ,0.109249224
2021/3/1,000002.SZ,-0.047129836
2021/3/8,000002.SZ,-0.001585393
2021/3/15,000002.SZ,-0.009209223
2021/3/22,000002.SZ,-0.015384663
2021/3/29,000002.SZ,-0.023437464
2021/4/5,000002.SZ,-0.038000015
2021/4/12,000002.SZ,0.000346617
2021/4/19,000002.SZ,-0.027017776
2021/4/26,000002.SZ,0.002848064
2021/5/3,000002.SZ,-0.006034819
2021/5/10,000002.SZ,-0.033214272
2021/5/17,000002.SZ,-0.018470685
2021/5/24,000002.SZ,0.014301907
2021/5/31,000002.SZ,-0.023005612
2021/6/7,000002.SZ,-0.039498694
2021/6/14,000002.SZ,-0.028469706
2021/6/21,000002.SZ,-0.002441999
2021/6/28,000002.SZ,-0.018767912
2021/7/5,000002.SZ,0.000415847
2021/7/12,000002.SZ,-0.004571849
2021/7/19,000002.SZ,-0.035073105
2021/7/26,000002.SZ,-0.106014688
2021/8/2,000002.SZ,0.021297158
2021/8/9,000002.SZ,0.080094712
2021/8/16,000002.SZ,-0.001755054
2021/8/23,000002.SZ,-0.081318796
2021/8/30,000002.SZ,0.058936427
2021/9/6,000002.SZ,-0.025322613
2021/9/13,000002.SZ,-0.065195991
2021/9/20,000002.SZ,0.065547936
2021/9/27,000002.SZ,0.048720419
2021/10/4,000002.SZ,-0.003284712
2021/10/11,000002.SZ,-0.007062266
2021/10/18,000002.SZ,0.011379853
2021/10/25,000002.SZ,-0.146272919
2021/11/1,000002.SZ,-0.021416712
2021/11/8,000002.SZ,0.108866465
2021/11/15,000002.SZ,0.007084953
2021/11/22,000002.SZ,-0.045728642
2021/11/29,000002.SZ,0.014744688
2021/12/6,000002.SZ,0.046185707
2021/12/13,000002.SZ,-0.031249917
2021/12/20,000002.SZ,0.005632245
2021/12/27,000002.SZ,0.006110062
2022/1/3,000002.SZ,0.107793427
2022/1/10,000002.SZ,-0.054362602
2022/1/17,000002.SZ,0.045410461
2022/1/24,000002.SZ,-0.060535999
2022/1/31,000002.SZ,0
2022/2/7,000002.SZ,0.041810145
2022/2/14,000002.SZ,-0.033050038
2022/2/21,000002.SZ,-0.046386639
2022/2/28,000002.SZ,-0.041986756
2022/3/7,000002.SZ,-0.110101546
2022/3/14,000002.SZ,0.048048052
2022/3/21,000002.SZ,-0.002292294
2022/3/28,000002.SZ,0.186674293
2022/4/4,000002.SZ,0.040174301
2022/4/11,000002.SZ,-0.008841366
2022/4/18,000002.SZ,-0.069014038
2022/4/25,000002.SZ,-0.022692952
2022/5/2,000002.SZ,-0.045923564
2022/5/9,000002.SZ,0.009734949
2022/5/16,000002.SZ,0.012319195
2022/5/23,000002.SZ,-0.040211618
2022/5/30,000002.SZ,-0.023704516
2022/6/6,000002.SZ,0.008469815
2022/6/13,000002.SZ,0.016237351
2022/6/20,000002.SZ,0.010468373
2022/6/27,000002.SZ,0.11232273
2022/7/4,000002.SZ,-0.054901865
2022/7/11,000002.SZ,-0.086099631
2022/7/18,000002.SZ,-0.013620947
2022/7/25,000002.SZ,-0.009781337
2022/8/1,000002.SZ,-0.043579313
2022/8/8,000002.SZ,-0.004860268
2022/8/15,000002.SZ,0.038461634
2022/8/22,000002.SZ,-0.069371009
2022/8/29,000002.SZ,0.127496207
2022/9/5,000002.SZ,0.080357107
2022/9/12,000002.SZ,-0.008264398
2022/9/19,000002.SZ,-0.027222207
2022/9/26,000002.SZ,0.018275287
2022/10/3,000002.SZ,0
2022/10/10,000002.SZ,-0.045429051
2022/10/17,000002.SZ,-0.048766194
2022/10/24,000002.SZ,-0.114268093
2022/10/31,000002.SZ,-0.020920477
2022/11/7,000002.SZ,0.12250714
2022/11/14,000002.SZ,-0.006979729
2022/11/21,000002.SZ,0.106709308
2022/11/28,000002.SZ,0.061778195
2022/12/5,000002.SZ,0.112561209
2022/12/12,000002.SZ,-0.05278596
2022/12/19,000002.SZ,-0.030959614
2022/12/26,000002.SZ,-0.030883951
2018/1/8,000333.SZ,0.048999201
2018/1/15,000333.SZ,-0.043256527
2018/1/22,000333.SZ,0.065841513
2018/1/29,000333.SZ,-0.033870968
2018/2/5,000333.SZ,-0.132220341
2018/2/12,000333.SZ,0.095036431
2018/2/19,000333.SZ,0.011068267
2018/2/26,000333.SZ,-0.0231103
2018/3/5,000333.SZ,0.065634907
2018/3/12,000333.SZ,-0.003672095
2018/3/19,000333.SZ,-0.057798601
2018/3/26,000333.SZ,-0.03040557
2018/4/2,000333.SZ,-0.027874633
2018/4/9,000333.SZ,-0.031880674
2018/4/16,000333.SZ,0.001559006
2018/4/23,000333.SZ,0.005447427
2018/4/30,000333.SZ,-0.011223024
2018/5/7,000333.SZ,0.076132857
2018/5/14,000333.SZ,0.002604508
2018/5/21,000333.SZ,-0.061235756
2018/5/28,000333.SZ,0.030836138
2018/6/4,000333.SZ,0.048130323
2018/6/11,000333.SZ,0.029637816
2018/6/18,000333.SZ,-0.046730581
2018/6/25,000333.SZ,-0.026654308
2018/7/2,000333.SZ,-0.092301757
2018/7/9,000333.SZ,0.009282626
2018/7/16,000333.SZ,-0.026546751
2018/7/23,000333.SZ,0.01331319
2018/7/30,000333.SZ,-0.112523772
2018/8/6,000333.SZ,0.074021002
2018/8/13,000333.SZ,-0.085816047
2018/8/20,000333.SZ,0.006323129
2018/8/27,000333.SZ,0.005316479
2018/9/3,000333.SZ,-0.031250063
2018/9/10,000333.SZ,0
2018/9/17,000333.SZ,0
2018/9/24,000333.SZ,0
2018/10/1,000333.SZ,0
2018/10/8,000333.SZ,0
2018/10/15,000333.SZ,0
2018/10/22,000333.SZ,0
2018/10/29,000333.SZ,0.016873516
2018/11/5,000333.SZ,-0.02952645
2018/11/12,000333.SZ,0.056072355
2018/11/19,000333.SZ,-0.05047624
2018/11/26,000333.SZ,-0.029839575
2018/12/3,000333.SZ,-0.005427823
2018/12/10,000333.SZ,0.033004375
2018/12/17,000333.SZ,-0.046037927
2018/12/24,000333.SZ,-0.027953373
2018/12/31,000333.SZ,0.003526701
2019/1/7,000333.SZ,0.077047982
2019/1/14,000333.SZ,0.056224969
2019/1/21,000333.SZ,-0.004277537
2019/1/28,000333.SZ,0.056324327
2019/2/4,000333.SZ,0
2019/2/11,000333.SZ,0.022819887
2019/2/18,000333.SZ,0.007510418
2019/2/25,000333.SZ,0.064898105
2019/3/4,000333.SZ,-0.057031155
2019/3/11,000333.SZ,0.046506505
2019/3/18,000333.SZ,0.013978862
2019/3/25,000333.SZ,0.002674826
2019/4/1,000333.SZ,0.100964542
2019/4/8,000333.SZ,-0.043988794
2019/4/15,000333.SZ,0.073893411
2019/4/22,000333.SZ,-0.103667237
2019/4/29,000333.SZ,0.061373318
2019/5/6,000333.SZ,-0.031488716
2019/5/13,000333.SZ,0
2019/5/20,000333.SZ,-0.018325213
2019/5/27,000333.SZ,-0.004415816
2019/6/3,000333.SZ,0.016635687
2019/6/10,000333.SZ,0.029519554
2019/6/17,000333.SZ,0.030452915
2019/6/24,000333.SZ,-0.004797572
2019/7/1,000333.SZ,0.065753848
2019/7/8,000333.SZ,-0.008865543
2019/7/15,000333.SZ,-0.039978104
2019/7/22,000333.SZ,0.015972769
2019/7/29,000333.SZ,-0.01272703
2019/8/5,000333.SZ,-0.029004729
2019/8/12,000333.SZ,-0.017571224
2019/8/19,000333.SZ,0.038354602
2019/8/26,000333.SZ,0.010143416
2019/9/2,000333.SZ,0.027093695
2019/9/9,000333.SZ,-0.002029288
2019/9/16,000333.SZ,-0.025877941
2019/9/23,000333.SZ,-0.026185896
2019/9/30,000333.SZ,-0.004286952
2019/10/7,000333.SZ,0.035616449
2019/10/14,000333.SZ,-0.005101893
2019/10/21,000333.SZ,0.021842258
2019/10/28,000333.SZ,0.094609689
2019/11/4,000333.SZ,0.012395918
2019/11/11,000333.SZ,-0.051492694
2019/11/18,000333.SZ,-0.014500425
2019/11/25,000333.SZ,-0.02565944
2019/12/2,000333.SZ,0.03499078
2019/12/9,000333.SZ,0.039145911
2019/12/16,000333.SZ,-0.010274002
2019/12/23,000333.SZ,-0.010380653
2019/12/30,000333.SZ,0.018531401
2020/1/6,000333.SZ,0.029694579
2020/1/13,000333.SZ,0.005334233
2020/1/20,000333.SZ,-0.08638707
2020/1/27,000333.SZ,-0.00127032
2020/2/3,000333.SZ,-0.03997828
2020/2/10,000333.SZ,0.017225109
2020/2/17,000333.SZ,0.010048343
2020/2/24,000333.SZ,-0.022660254
2020/3/2,000333.SZ,0.051837854
2020/3/9,000333.SZ,-0.069892515
2020/3/16,000333.SZ,-0.052793717
2020/3/23,000333.SZ,0.005899125
2020/3/30,000333.SZ,-0.021638027
2020/4/6,000333.SZ,0.018189205
2020/4/13,000333.SZ,0.016240436
2020/4/20,000333.SZ,0.038753475
2020/4/27,000333.SZ,0.035000096
2020/5/4,000333.SZ,0.045893661
2020/5/11,000333.SZ,0.012968558
2020/5/18,000333.SZ,0.001929124
2020/5/25,000333.SZ,0.033607706
2020/6/1,000333.SZ,-0.001354844
2020/6/8,000333.SZ,0.037855251
2020/6/15,000333.SZ,0.001678473
2020/6/22,000333.SZ,0.002513342
2020/6/29,000333.SZ,0.042955068
2020/7/6,000333.SZ,0.016185867
2020/7/13,000333.SZ,0.008200572
2020/7/20,000333.SZ,0.047239159
2020/7/27,000333.SZ,0.074383986
2020/8/3,000333.SZ,-0.019324397
2020/8/10,000333.SZ,0.021406383
2020/8/17,000333.SZ,-0.037196451
2020/8/24,000333.SZ,0.013118113
2020/8/31,000333.SZ,-0.021200951
2020/9/7,000333.SZ,-0.036051781
2020/9/14,000333.SZ,0.070728416
2020/9/21,000333.SZ,-0.008732479
2020/9/28,000333.SZ,0.032253613
2020/10/5,000333.SZ,0.008533847
2020/10/12,000333.SZ,0.020881805
2020/10/19,000333.SZ,0.013101601
2020/10/26,000333.SZ,0.028107727
2020/11/2,000333.SZ,0.156975911
2020/11/9,000333.SZ,0.004215632
2020/11/16,000333.SZ,0.011820585
2020/11/23,000333.SZ,-0.041379892
2020/11/30,000333.SZ,0.006377986
2020/12/7,000333.SZ,-0.049343515
2020/12/14,000333.SZ,0.063095278
2020/12/21,000333.SZ,0.047928197
2020/12/28,000333.SZ,0.051934281
2021/1/4,000333.SZ,0.046424251
2021/1/11,000333.SZ,-0.032229842
2021/1/18,000333.SZ,0.008827239
2021/1/25,000333.SZ,-0.042159683
2021/2/1,000333.SZ,0.009550535
2021/2/8,000333.SZ,0.101388204
2021/2/15,000333.SZ,-0.085146181
2021/2/22,000333.SZ,-0.050107182
2021/3/1,000333.SZ,-0.038461444
2021/3/8,000333.SZ,-0.039553192
2021/3/15,000333.SZ,-0.007561606
2021/3/22,000333.SZ,-0.038682422
2021/3/29,000333.SZ,0.06218739
2021/4/5,000333.SZ,-0.076454868
2021/4/12,000333.SZ,-0.006836557
2021/4/19,000333.SZ,0.04956191
2021/4/26,000333.SZ,-0.044001992
2021/5/3,000333.SZ,-0.063489999
2021/5/10,000333.SZ,0.018113968
2021/5/17,000333.SZ,0.066849942
2021/5/24,000333.SZ,0.012017055
2021/5/31,000333.SZ,-0.058160614
2021/6/7,000333.SZ,-0.028592558
2021/6/14,000333.SZ,-0.00270281
2021/6/21,000333.SZ,-0.008536562
2021/6/28,000333.SZ,-0.028290298
2021/7/5,000333.SZ,-0.026722956
2021/7/12,000333.SZ,0.007225472
2021/7/19,000333.SZ,-0.039311374
2021/7/26,000333.SZ,-0.051523285
2021/8/2,000333.SZ,0.107699605
2021/8/9,000333.SZ,0.01791046
2021/8/16,000333.SZ,0.005446166
2021/8/23,000333.SZ,-0.058333314
2021/8/30,000333.SZ,0.033038285
2021/9/6,000333.SZ,0.033695177
2021/9/13,000333.SZ,-0.057182346
2021/9/20,000333.SZ,-0.015528945
2021/9/27,000333.SZ,0.035714228
2021/10/4,000333.SZ,0.041666713
2021/10/11,000333.SZ,-0.020689644
2021/10/18,000333.SZ,0.049295789
2021/10/25,000333.SZ,-0.076912784
2021/11/1,000333.SZ,0.028791627
2021/11/8,000333.SZ,0.020070628
2021/11/15,000333.SZ,-0.030067848
2021/11/22,000333.SZ,-0.017000084
2021/11/29,000333.SZ,-0.023978962
2021/12/6,000333.SZ,0.070577792
2021/12/13,000333.SZ,-0.044506344
2021/12/20,000333.SZ,0.050363994
2021/12/27,000333.SZ,0.022865804
2022/1/3,000333.SZ,0.053786676
2022/1/10,000333.SZ,-0.074312112
2022/1/17,000333.SZ,0.075138974
2022/1/24,000333.SZ,-0.05438581
2022/1/31,000333.SZ,0
2022/2/7,000333.SZ,0.012841592
2022/2/14,000333.SZ,-0.015376483
2022/2/21,000333.SZ,-0.066849188
2022/2/28,000333.SZ,-0.036993565
2022/3/7,000333.SZ,-0.094817104
2022/3/14,000333.SZ,-0.0080834
2022/3/21,000333.SZ,-0.04770801
2022/3/28,000333.SZ,0.044749407
2022/4/4,000333.SZ,-0.021672274
2022/4/11,000333.SZ,0.02302462
2022/4/18,000333.SZ,-0.028644593
2022/4/25,000333.SZ,0.002106395
2022/5/2,000333.SZ,0.019442971
2022/5/9,000333.SZ,-0.020446762
2022/5/16,000333.SZ,-0.001929457
2022/5/23,000333.SZ,-0.066432384
2022/5/30,000333.SZ,-0.010542149
2022/6/6,000333.SZ,0.026266525
2022/6/13,000333.SZ,0.048038269
2022/6/20,000333.SZ,0.055515024
2022/6/27,000333.SZ,0.017127996
2022/7/4,000333.SZ,-0.003572017
2022/7/11,000333.SZ,-0.057698825
2022/7/18,000333.SZ,-0.001992851
2022/7/25,000333.SZ,-0.001996678
2022/8/1,000333.SZ,-0.0365588
2022/8/8,000333.SZ,0.003587018
2022/8/15,000333.SZ,-0.010346158
2022/8/22,000333.SZ,-0.007223047
2022/8/29,000333.SZ,0.027187512
2022/9/5,000333.SZ,0.033364329
2022/9/12,000333.SZ,-0.005771932
2022/9/19,000333.SZ,-0.06857758
2022/9/26,000333.SZ,-0.039540346
2022/10/3,000333.SZ,0
2022/10/10,000333.SZ,-0.026769453
2022/10/17,000333.SZ,-0.083142305
2022/10/24,000333.SZ,-0.07363641
2022/10/31,000333.SZ,0.057163958
2022/11/7,000333.SZ,0.058946332
2022/11/14,000333.SZ,0.051282101
2022/11/21,000333.SZ,-0.026683347
2022/11/28,000333.SZ,0.02891411
2022/12/5,000333.SZ,0.130308111
2022/12/12,000333.SZ,-0.005524887
2022/12/19,000333.SZ,-0.030000057
2022/12/26,000333.SZ,-0.011072926
2018/1/8,000651.SZ,0.113199713
2018/1/15,000651.SZ,-0.034709149
2018/1/22,000651.SZ,0.115646256
2018/1/29,000651.SZ,-0.033275072
2018/2/5,000651.SZ,-0.108848581
2018/2/12,000651.SZ,0.096865474
2018/2/19,000651.SZ,-0.003318419
2018/2/26,000651.SZ,-0.029226833
2018/3/5,000651.SZ,0.010670717
2018/3/12,000651.SZ,0.007164354
2018/3/19,000651.SZ,-0.084986933
2018/3/26,000651.SZ,-0.040507349
2018/4/2,000651.SZ,-0.002132322
2018/4/9,000651.SZ,0.013889185
2018/4/16,000651.SZ,0.008429734
2018/4/23,000651.SZ,-0.078787817
2018/4/30,000651.SZ,0.040834844
2018/5/7,000651.SZ,0.035309401
2018/5/14,000651.SZ,0.016210463
2018/5/21,000651.SZ,-0.052413435
2018/5/28,000651.SZ,0.018364706
2018/6/4,000651.SZ,0.033705466
2018/6/11,000651.SZ,0.017860752
2018/6/18,000651.SZ,-0.019383889
2018/6/25,000651.SZ,-0.01893446
2018/7/2,000651.SZ,-0.062566386
2018/7/9,000651.SZ,0.051131445
2018/7/16,000651.SZ,-0.03013358
2018/7/23,000651.SZ,-0.02086112
2018/7/30,000651.SZ,-0.104487857
2018/8/6,000651.SZ,0.030118975
2018/8/13,000651.SZ,-0.066338976
2018/8/20,000651.SZ,0.024736755
2018/8/27,000651.SZ,0.000256932
2018/9/3,000651.SZ,-0.061874116
2018/9/10,000651.SZ,0.014778257
2018/9/17,000651.SZ,0.07524256
2018/9/24,000651.SZ,0.00827717
2018/10/1,000651.SZ,0
2018/10/8,000651.SZ,-0.037313597
2018/10/15,000651.SZ,-0.001808696
2018/10/22,000651.SZ,0.004400646
2018/10/29,000651.SZ,0.035051482
2018/11/5,000651.SZ,-0.037848483
2018/11/12,000651.SZ,-0.001294072
2018/11/19,000651.SZ,-0.029282218
2018/11/26,000651.SZ,-0.016284024
2018/12/3,000651.SZ,-0.010040648
2018/12/10,000651.SZ,0.023300618
2018/12/17,000651.SZ,-0.033753291
2018/12/24,000651.SZ,-0.010534924
2018/12/31,000651.SZ,0.026898168
2019/1/7,000651.SZ,0.029467883
2019/1/14,000651.SZ,0.032865189
2019/1/21,000651.SZ,0.023864439
2019/1/28,000651.SZ,0.051629094
2019/2/4,000651.SZ,0
2019/2/11,000651.SZ,0.018827554
2019/2/18,000651.SZ,0.051695682
2019/2/25,000651.SZ,0.017126331
2019/3/4,000651.SZ,-0.013513494
2019/3/11,000651.SZ,0.054145404
2019/3/18,000651.SZ,-0.016198004
2019/3/25,000651.SZ,0.022747207
2019/4/1,000651.SZ,0
2019/4/8,000651.SZ,0.155475383
2019/4/15,000651.SZ,0.191567373
2019/4/22,000651.SZ,-0.13569229
2019/4/29,000651.SZ,-0.010679783
2019/5/6,000651.SZ,-0.005937487
2019/5/13,000651.SZ,-0.008144977
2019/5/20,000651.SZ,-0.01642314
2019/5/27,000651.SZ,-0.029499098
2019/6/3,000651.SZ,0.005543883
2019/6/10,000651.SZ,-0.027376423
2019/6/17,000651.SZ,0.04202486
2019/6/24,000651.SZ,0.031701386
2019/7/1,000651.SZ,0.056363609
2019/7/8,000651.SZ,-0.027882755
2019/7/15,000651.SZ,-0.04036844
2019/7/22,000651.SZ,0.023247159
2019/7/29,000651.SZ,-0.03660293
2019/8/5,000651.SZ,-0.065319079
2019/8/12,000651.SZ,0.056133451
2019/8/19,000651.SZ,0.071024179
2019/8/26,000651.SZ,0.011113455
2019/9/2,000651.SZ,0.059459218
2019/9/9,000651.SZ,0.013775668
2019/9/16,000651.SZ,-0.026337965
2019/9/23,000651.SZ,-0.019641549
2019/9/30,000651.SZ,0.007029772
2019/10/7,000651.SZ,0.022164055
2019/10/14,000651.SZ,-0.013146706
2019/10/21,000651.SZ,-0.011245553
2019/10/28,000651.SZ,0.116010427
2019/11/4,000651.SZ,-0.002665511
2019/11/11,000651.SZ,-0.074673546
2019/11/18,000651.SZ,-0.036357741
2019/11/25,000651.SZ,0.017454352
2019/12/2,000651.SZ,0.08109498
2019/12/9,000651.SZ,0.009617117
2019/12/16,000651.SZ,0.024130716
2019/12/23,000651.SZ,0.000310122
2019/12/30,000651.SZ,0.039826299
2020/1/6,000651.SZ,0.039493287
2020/1/13,000651.SZ,-0.026379864
2020/1/20,000651.SZ,-0.058459749
2020/1/27,000651.SZ,0.000312723
2020/2/3,000651.SZ,-0.024702882
2020/2/10,000651.SZ,0.005610814
2020/2/17,000651.SZ,-0.001434608
2020/2/24,000651.SZ,-0.054917188
2020/3/2,000651.SZ,0.038513451
2020/3/9,000651.SZ,-0.074170262
2020/3/16,000651.SZ,-0.094167356
2020/3/23,000651.SZ,0.01861907
2020/3/30,000651.SZ,-0.010281783
2020/4/6,000651.SZ,0.033859233
2020/4/13,000651.SZ,0.017677685
2020/4/20,000651.SZ,-0.009690965
2020/4/27,000651.SZ,0.011632056
2020/5/4,000651.SZ,0.039605912
2020/5/11,000651.SZ,0.017204963
2020/5/18,000651.SZ,-0.039868785
2020/5/25,000651.SZ,0.020312693
2020/6/1,000651.SZ,0.060077647
2020/6/8,000651.SZ,-0.023599811
2020/6/15,000651.SZ,0.022030087
2020/6/22,000651.SZ,-0.028027795
